0;
1;Ｂｉｔ
2;ＨＰ
3;ＭＰ
4;HP Massimi
5;MP Massimi
6;Attacco
7;Difesa
8;Velocita'
9;Int
10;Tipo
11;Forma
12;Baby１
13;Baby２
14;Rokie
15;Campione
16;Ultimate
17;Mega
18;Armatura
19;Natura
20;Attributo
21;Sveglia
22;Eta'
23;Anni
24;Peso
25;G
26;Citazione
27;Mentalita'
28;Vita
29;Felicita'
30;Disciplina
31;Sgridare
32;？？？
33;Animali
34;──────
35;ＮＯ　ＤＡＴＡ
36;Individuale
37;Ｎｏｗ　Ｌｏａｄｉｎｇ．．．
38;×
39;／
40;Nome
41;Di solito si muove
42;Mosse Speciali
43;Citazione
44;？？？
45;No
46;Stato d'animo
47;Educazione
48;Sgridare
49;ＬＩＦＥ
50;Dati
51;Vaccino
52;Virus
53;Libero
54;Sconosciuto
55;～
56;Menu Principale
57;Oggetti
58;Informazioni Giocatore
59;Informazioni Digimon
60;Abilita'
61;Lista Abilita'
62;Accessori
63;Opzioni
64;DigiMemory
65;E-Mail
66;Titolo
67;Oggetti Importanti
68;Informazioni Digevoluzioni
69;Salva e Carica
70;Magazzino
71;Lodare
72;Rimproverare
73;Porre
74;Senreki
75;Notizie
76;Parola Chiave
77;Scheda
78;Mappa
79;Voce
80;Visualizza informazioni Digimon
81;Il digimon imposterà la tecnica
82;Dare al digimon il set d'accessori
83;Impostare il digimon da mandare in combattimento
84;Al digimon è stato permesso di digevolversi
85;Visualizza informazioni Personaggio
86;Visualizza il titolo da ottenere
87;Visualizzazioni Importanti
88;L'e-mail è stata inviata al suo destinatario
89;La linea per salvare e caricare i dati
90;Impostazioni Varie
91;Carriera
92;Il registro delle notizie e' stato scaricato dal terminale del 10F piano del colosseo
93;Visualizzazione Significato
94;Scheda Digimon in possesso
95;Mappa dell'intera Isola
96;Velocita' Testo
97;Messaggio automatico 
98;ＢＧＭVolume
99;ＳＥVolume
100;Comandi Battaglia
101;Movimento Camera
102;Funzionamento Camera 
103;Installazione Dati
104;LENTO
105;VELOCE
106;ＯＮ
107;ＯＦＦ
108;ＭＡＸ
109;ＭＩＮ
110;Normale
111;Invertire
112;Veloce
113;Tenere
114;Modifica la velocita' di visualizzazione del testo
115;trasmissione automatica di messaggi ON/OFF
116;Volume casse BGM
117;Volume casse SE
118;Cambiare comandi battaglia
119;Modifica funzionamento della telecamera
120;Modifica il funzionamento della telecamera
121;Dati installazione  ON/OFF
122;Classifica Tamer
123;Titolo
124;Digimon Raised
125;Tasca
126;Ore di Gioco
127;Numero Missioni
128;Ore Allenamento
129;Numero di Battaglie
130;NOME
131;ＤＩＧＩＭＯＮ
132;ＰＬＡＹＥＲ
133;ＬＯＧ
134;SISTEMA
135;FORZA
136;ＭＰ
137;GRADO
138;ＡＤＤ
139;Abilita' non Insegnata
140;Questa abilita' non è adatta
141;Si prega di impostare l'attacco
142;Un partner in squadra non è attualmente in grado di ricordare questa abilita'
143;ABILITA' SPECIALI
144;Ho Acquistato
145;Vendita
146;Esci
147;Soldi
148;Acquisto
149;Vendita
150;Totale Possesso
151;Totale
152;Vending Machine
153;Totale Possesso：
154;Si prega di scegliere il numero d'acquistare
155;Si prega di scegliere il numero da vendere
156;Negozio della Carne
157;Oggi sul Mercato
158;Limitare il Numero di Scambi
159;Si prega di scegliere il numero da trattare
160;Entrare nel Magazzino
161;Uscire dal Magazzino
162;Esci
163;Deposita
164;Ritira
165;In Possesso
166;Nel Deposito
167;Nel Deposito
168;Contiene
169;Con se
170;Esistono
171;Si prega di scegliere il numero da depositare
172;Si prega di scegleire il numero da ritirare
173;Spazio Deposito
174;Oggetti
175;Strategia
176;Di cui al
177;Obiettivo
178;Fuga
179;Casuale
180;Costume
181;Selezione
182;Cambiare
183;Esci
184;E'stato lasciato
185;Oggetto
186;Spostare
187;Chickie
188;Taero
189;Obiettivo
190;Omoikkiri
191;Moderatamente
192;Fuggire
193;STOP
194;Struttura Sacra
195;RISULTATO BATTAGLIA
196;RISULTATO ALLENAMENTO
197;RISULTATO CIBO
198;Stato
199;Acquisto Competenze
200;Ogetti Acquisiti
201;Acquisizione
202;Mi Ricordo！
203;MENU ALLENAMENTO
204;Effetto Allenamento
205;I dati sono in fase di installazione Fino al completamento, si prega Di non spegnere la console e di non rimuovere l'alimentazione 。
206;L'installazione è completata。
207;Il supporto di registrazione viene usato per limitare i tempi di caricamento。
208;Salva
209;Carica
210;Cancella
211;Torna al menu Principale
212;Sei sicuro？
213;Si
214;No
215;La partita non verrà salvata continuare？
216;Si
217;No
218;Per salvare i dati
219;Caricare dati
220;Eliminare i Dati
221;Tornare alla schermata dei titoli
222;Nome
223;Tipo
224;Mosse Speciali
225;Potenza
226;Attributo
227;Numero di Volte
228;Vuoi sovrascrivere？
229;Si
230;No
231;Vuoi salvare qui？
232;Si
233;No
234;Vuoi inviare？
235;Si
236;No
237;Vuoi Caricare？
238;Si
239;No
240;ORDINA OGGETTO
241;Cosa ti piacerebbe fare？
242;Utilizzare
243;Sostituire
244;Elimare
245;Vuoi Eliminarlo？
246;Si
247;No
248;E' stato eliminato
249;Non eliminato
250;Non puo essere utilizzato
251;Indietro
252;Vuoi ordinare？
253;Si
254;No
255;ACCESSORI
256;Acquistare？
257;Si
258;No
259;OGGETTO
260;DA
261;Numero E-Mail：
262;Numero News：
263;Numero：
264;Aprire Allegato？
265;Si
266;No
267;INFORMAZIONI
268;Si prega di selezionare la stanza per accedere
269;ＮＯ
270;Camera
271;MEMBRO
272;Si prega di selezionare il registro di memorizzazione
273;Si prega di selezionare la chiamata Digimon
274;Partner
275;Scheda di memoria
276;Memorizzazione Digitale
277;Vuoi registrarti qui？
278;Si
279;No
280;Sovrascrivere qui？
281;Si
282;No
283;Chiamare cosi il Digimon？
284;Si
285;No
