0;美<r1_うつく>しい緑<r1_みどり>の生育<r2_せいいく>と\n現実<r2_げんじつ>世界<r2_せかい>から流<r1_なが>れ込<r1_こ>んだと思<r1_おぼ>しき\n線路<r2_せんろ>や、バスといった乗<r1_の>り物<r1_もの>機械<r2_きかい>の\n存在感<r3_そんざいかん>が交錯<r2_こうさく>する\n独特<r2_どくとく>の景観<r2_けいかん>を持<r1_も>った平野<r2_へいや>\n\nはじまりの街<r1_まち>に近<r1_ちか>いことからも\nおとなしく、あまりサイズの大<r1_おお>きくない\nデジモンが多<r1_おお>く生息<r2_せいそく>している
1;様々<r2_さまざま>な標識<r2_ひょうしき>が立<r1_た>ち並<r1_なら>び\n入<r1_はい>り込<r1_こ>んだものを迷<r1_まよ>わせる\n深<r1_ふか>い森<r1_もり>\n\n周<r1_まわ>りの標識<r2_ひょうしき>に惑<r1_まど>わされず\n己<r1_おのれ>を信<r1_しん>じるものだけが\n目的<r2_もくてき>の場所<r2_ばしょ>へたどり着<r1_つ>けるという
2;光<r1_ひか>り輝<r1_かがや>く菌類<r2_きんるい>に彩<r1_いろど>られた\n極彩色<r3_ごくさいしき>の洞穴<r2_どうけつ>\n\n他<r1_ほか>では見<r1_み>られないような\n珍<r1_めずら>しい植物<r2_しょくぶつ>や\nデジモンが生息<r2_せいそく>している
3;水面下<r3_すいめんか>に映<r1_うつ>し出<r1_だ>された\nビル街<r1_がい>が印象的<r3_いんしょうてき>な\n海面<r2_かいめん>で構成<r2_こうせい>された地域<r2_ちいき>\n\n水<r1_みず>に由来<r2_ゆらい>するデジモンや\n現実<r2_げんじつ>世界<r2_せかい>における水辺<r2_みずべ>の生物<r2_せいぶつ>も\n一部<r2_いちぶ>見<r1_み>ることができる\nロマンに満<r1_み>ちた地域<r2_ちいき>
4;砂塵<r2_さじん>と、そこに漂着<r2_ひょうちゃく>する\nトラッシュ的<r1_てき>オブジェクトで\n構成<r2_こうせい>される退廃的<r3_たいはいてき>な砂漠<r2_さばく>地域<r2_ちいき>\n\n様々<r2_さまざま>なデータや、思念<r2_しねん>体<r1_たい>が\n破壊<r2_はかい>された後<r1_のち>にここに漂着<r2_ひょうちゃく>することが多<r1_おお>く\n意外<r2_いがい>な発見<r2_はっけん>に満<r1_み>ちた地域<r2_ちいき>である
5;夜<r1_よる>にまつわる思念<r2_しねん>や現実<r2_げんじつ>世界<r2_せかい>の\n残滓<r2_ざんし>で構成<r2_こうせい>された\n扇情<r2_せんじょう>的<r1_てき>な地形<r2_ちけい>の峡谷<r2_きょうこく>\n\n砂礫<r2_されき>の荒野<r2_こうや>同様<r2_どうよう>、\n現実<r2_げんじつ>世界<r2_せかい>のフィードバックが\n多<r1_おお>くみられる地域<r2_ちいき>である
6;迷宮<r2_めいきゅう>のように複雑<r2_ふくざつ>な構造<r2_こうぞう>を持<r1_も>つ\n水路<r2_すいろ>地帯<r2_ちたい>\n\nその内部<r2_ないぶ>は詳細<r2_しょうさい>が明<r1_あき>らかに\nなっていない部分<r2_ぶぶん>が多<r1_おお>いが\n深淵<r2_しんえん>部<r1_ぶ>には極<r1_きわ>めて個性的<r3_こせいてき>な\nデジモンが生息<r2_せいそく>しているといわれる
7;圧倒的<r3_あっとうてき>な熱量<r2_ねつりょう>の対流<r2_たいりゅう>と\n鉄骨<r2_てっこつ>構造<r2_こうぞう>の交錯<r2_こうさく>する\nデジタルワールドのホットスポット\n\nその熱気<r2_ねっき>のせいか\n血<r1_ち>の気<r1_け>の多<r1_おお>いデジモンが多<r1_おお>く\n生息<r2_せいそく>すると言<r1_い>われる
8;降<r1_ふ>り止<r1_や>むことのない深<r1_ふか>い雪<r1_ゆき>に\nその複雑<r2_ふくざつ>な地形<r2_ちけい>を覆<r1_おお>われている\n切<r1_き>り立<r1_た>った山岳<r2_さんがく>地帯<r2_ちたい>\n\n最奥部<r3_さいおうぶ>には大<r1_おお>きく結晶化<r3_けっしょうか>した\n氷<r1_こおり>が立<r1_た>ち並<r1_なら>ぶ神秘的<r3_しんぴてき>な\n地帯<r2_ちたい>である
9;ファイル島<r1_とう>の全<r1_すべ>てのデータが\n演算<r2_えんざん>されているという\n伝説<r2_でんせつ>に彩<r1_いろど>られた一種<r2_いっしゅ>の超<r1_ちょう>空間<r2_くうかん>\n\n容易<r2_ようい>に立<r1_た>ち入<r1_い>ることは\nできない聖地<r2_せいち>としての意味<r2_いみ>を\n持<r1_も>っている、神秘的<r3_しんぴてき>な場所<r2_ばしょ>
10;デジモンを愛<r1_あい>し\nそれによりパートナーの力<r1_ちから>を\nどこまでも引<r1_ひ>き出<r1_だ>すことのできる\n天性<r2_てんせい>のデジモンテイマー\n\n現在<r2_げんざい>の現実<r2_げんじつ>生活<r2_せいかつ>には\n今<r1_いま>ひとつなじめておらず\nその反動<r2_はんどう>で「デジタルモンスター」への\n没入<r2_ぼつにゅう>を深<r1_ふか>めている
11;裏表<r2_うらおもて>のない性格<r2_せいかく>の\n<n1001>の友人<r2_ゆうじん>であり\nまたゲーム内<r1_ない>のライバルでもある\n\n<n1001>とは\n現実<r2_げんじつ>世界<r2_せかい>での住居<r2_じゅうきょ>も近<r1_ちか>く\nその親交<r2_しんこう>は深<r1_ふか>い
12;アキホのパートナーデジモン\n\nピヨモンを基本<r2_きほん>とし\nアキホの愛情<r2_あいじょう>を一身<r2_いっしん>に受<r1_う>け\n強力<r2_きょうりょく>なデジモンへと進化<r2_しんか>を遂<r1_と>げる
13;ニコのパートナーデジモン\n\nガオモンを基本<r2_きほん>とし\n友情<r2_ゆうじょう>にも似<r1_に>たそのパートナー関係<r2_かんけい>から\n強力<r2_きょうりょく>なデジモンへと進化<r2_しんか>を遂<r1_と>げる
14;ペトロフ博士<r2_はかせ>のチームが研究<r2_けんきゅう>していた\n「リ・デジタイズプログラム」を\n応用<r2_おうよう>し、ヴィティウムの暴走<r2_ぼうそう>因子<r2_いんし>を\n抑制<r2_よくせい>する働<r1_はたら>きを持<r1_も>つプログラム\n\nその根本<r2_こんぽん>データはペトロフが\nデジタルワールドに侵入<r2_しんにゅう>した際<r1_さい>に\nガーベッジとして世界<r2_せかい>に分散<r2_ぶんさん>された\n\n世界<r2_せかい>に飛散<r2_ひさん>したガーベッジを集<r1_あつ>めることで\nその復元<r2_ふくげん>が可能<r2_かのう>となる
15;エリート主義<r2_しゅぎ>に貫<r1_つらぬ>かれた\n強<r1_つよ>く鋭<r1_するど>い意志<r2_いし>を持<r1_も>つデジモンテイマー\n\n自分<r2_じぶん>の能力<r2_のうりょく>、意見<r2_いけん>に\n絶対<r2_ぜったい>の自信<r2_じしん>を持<r1_も>っている\n\n年<r1_とし>の割<r1_わり>に能力<r2_のうりょく>主義<r2_しゅぎ>が明確<r2_めいかく>な\n大人<r2_おとな>びた少年<r2_しょうねん>である
16;ユウヤのパートナー\n\nタイプは\nブラックウォーグレイモンX抗体<r2_こうたい>\nという特殊<r2_とくしゅ>なもの\n\nこれはGIGO<r4_ギゴ>のバックドアを使用<r2_しよう>し\n様々<r2_さまざま>なレアデータを組<r1_く>み合<r1_あ>わせる\nことでのみ可能<r2_かのう>な進化<r2_しんか>であり\n非常<r2_ひじょう>に稀少<r2_きしょう>度<r1_ど>が高<r1_たか>い\n\n故<r1_ゆえ>にユウヤはこのパートナーを\n普段<r2_ふだん>の対戦<r2_たいせん>には使用<r2_しよう>せず\n普段<r2_ふだん>は別<r1_べつ>のアカウントによるプレイを\n行<r1_おこな>っている
17;デジタルワールドと現実<r2_げんじつ>を\n自由<r2_じゆう>に闊歩<r2_かっぽ>する\n凄腕<r2_すごうで>のハッカー／プログラマー\n\n<n1001>たちを\nデジタルワールドに召喚<r2_しょうかん>したのも\n彼女<r2_かのじょ>であり、そのプログラム構築<r2_こうちく>のスキルは\nプロフェッショナルのそれをしのぐ
