0;デジモンを育成<r2_いくせい>する者<r1_もの>の総称<r2_そうしょう>
1;はじまりの街<r1_まち>の長老<r2_ちょうろう>、ジジモンのたのみを聞<r1_き>いてあげた者<r1_もの>に贈<r1_おく>られる称号<r2_しょうごう>
2;バンチョーレオモンとの戦<r1_たたか>いに勝利<r2_しょうり>した漢<r1_おとこ>の称号<r2_しょうごう>
3;デジタルワールドの危機<r2_きき>を救<r1_すく>った者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
4;浮力<r2_ふりょく>強調<r2_きょうちょう>プログラムを入手<r2_にゅうしゅ>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
5;森<r1_もり>の迷子<r2_まいご>を無事<r2_ぶじ>に街<r1_まち>に帰<r1_かえ>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
6;違<r1_ちが>いのわかる者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
7;自転車<r3_じてんしゃ>のことをデジモンに教<r1_おし>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
8;力持<r2_ちからも>ちのパートナーを連<r1_つ>れている者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
9;どんなデジモンに対<r1_たい>しても優<r1_やさ>しく接<r1_せっ>する者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
10;強運<r2_きょううん>の持<r1_も>ち主<r1_ぬし>へ贈<r1_おく>られる称号<r2_しょうごう>
11;時<r1_とき>の流<r1_なが>れを変<r1_か>えるスイッチの守<r1_まも>り手<r1_て>を継<r1_つ>いだ者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
12;究極体<r3_きゅうきょくたい>のデジモンを育<r1_そだ>てた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
13;究極体<r3_きゅうきょくたい>を数多<r2_かずおお>く育<r1_そだ>てた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
14;アグモン系進化<r3_けいしんか>を極<r1_きわ>めし者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
15;数多<r2_かずおお>くのデジモンの進化<r2_しんか>を見届<r2_みとど>けた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
16;全<r1_すべ>てのデジモンに進化<r2_しんか>させたデジタルワールドの博士<r2_はかせ>へ贈<r1_おく>られる称号<r2_しょうごう>
17;パートナーの死<r1_し>を何度<r2_なんど>も乗<r1_の>り越<r1_こ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
18;はじまりの街<r1_まち>の繁栄度<r3_はんえいど>に貢献<r2_こうけん>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
19;はじまりの街<r1_まち>のリーダーとして相応<r2_ふさわ>しい者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
20;はじまりの街<r1_まち>に未来永劫語<r5_みらいえいごうかた>られるであろう者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
21;トレーニングに日々明<r3_ひびあ>け暮<r1_く>れた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
22;数々<r2_かずかず>のデジモンとの戦<r1_たたか>いに勝利<r2_しょうり>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
23;必殺技<r3_ひっさつわざ>のクリティカルやディフェンスアップを何度<r2_なんど>も行<r1_おこな>った者<r1_もの>へ贈<r1_おく>られる称号<r3_しょうごう>
24;ダメージを全<r1_まった>く受<r1_う>けずに戦<r1_たたか>いに勝利<r2_しょうり>した者<r1_もの>へ贈<r1_おく>られる称号<r3_しょうごう>
25;コロシアム制覇<r2_せいは>への第一歩<r3_だいいっぽ>を踏<r1_ふ>み出<r1_だ>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
26;パートナーを信頼<r2_しんらい>し勝利<r2_しょうり>を勝<r1_か>ち取<r1_と>った者<r1_もの>に贈<r1_おく>られる称号<r2_しょうごう>
27;制限<r2_せいげん>された時間<r2_じかん>で勝利<r2_しょうり>を勝<r1_か>ち取<r1_と>った者<r1_もの>に贈<r1_おく>られる称号<r2_しょうごう>
28;息<r1_いき>の合<r1_あ>ったテイマー同士<r2_どうし>で勝利<r2_しょうり>を勝<r1_か>ち取<r1_と>った者<r1_もの>に贈<r1_おく>られる称号<r2_しょうごう>
29;コロシアムを制覇<r2_せいは>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
30;コロシアムの全試合<r3_ぜんしあい>に勝利<r2_しょうり>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
31;困<r1_こま>っているデジモンのお願<r1_ねが>いを聞<r1_き>き続<r1_つづ>けた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
32;デジタルワールドの全<r1_すべ>てのお願<r1_ねが>いを解決<r2_かいけつ>した者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
33;ネットワークモードをプレイした者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
34;カードセットを数多<r2_かずおお>く揃<r1_そろ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
35;カードを集<r1_あつ>めはじめてまだ間<r1_ま>もない者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
36;カードを全種類<r3_ぜんしゅるい>の内半分集<r4_うちはんぶんあつ>めたカード好<r1_ず>きに贈<r1_おく>られる称号<r2_しょうごう>
37;カードを数多<r2_かずおお>く集<r1_あつ>めたカード収集家<r3_しゅうしゅうか>へ贈<r1_おく>られる称号<r2_しょうごう>
38;カードを全<r1_すべ>て集<r1_あつ>めた無類<r2_むるい>のカードコレクターへ贈<r1_おく>られる称号<r2_しょうごう>
39;ファイル島<r1_とう>の全<r1_すべ>ての場所<r2_ばしょ>に足<r1_あし>を踏<r1_ふ>み入<r1_い>れた冒険者<r3_ぼうけんしゃ>へ贈<r1_おく>られる称号<r2_しょうごう>
40;火炎技<r3_かえんわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
41;氷水技<r3_こおりみずわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
42;大気技<r3_たいきわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
43;自然技<r3_しぜんわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
44;格闘技<r3_かくとうわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
45;光闇技<r3_ひかりやみわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
46;機械技<r3_きかいわざ>を全<r1_すべ>て覚<r1_おぼ>えた者<r1_もの>へ贈<r1_おく>られる称号<r2_しょうごう>
