0;No
1;Dodomon
2;Botamon
3;Jarimon
4;Yuramon
5;Poyomon
6;Wanyamon
7;Koromon
8;Gigimon
9;Badomon
10;Tokomon
11;Hagurumon
12;Candmon
13;chumon
14;Tsukaimon
15;Agumon
16;Kamemon
17;Kudamon
18;Gaomon
19;Lalamon
20;Impmon
21;Guilmon
22;Patamon
23;DemiDevimon
24;Gabumon (Nero)
25;Psychemon
26;Goburimon
27;Dorumon
28;NO DATA
29;SnowAgumon
30;Agumon (Nero)
31;Gabumon
32;NO DATA
33;Solarmon
34;NO DATA
35;Tentomon
36;Biyomon
37;Meramon
38;Airdramon
39;Garurumon
40;Bakemon
41;NO DATA
42;NO DATA
43;NO DATA
44;NO DATA
45;Black Gatomon
46;NO DATA
47;Geo Greymon
48;Sunflowmon
49;Gaogamon
50;Numemon
51;Leomon
52;NO DATA
53;Growlmon
54;Angemon
55;Growlmon (Arancione)
56;Gatomon
57;Devimon
58;BlackGrowlmon
59;IceDevimon
60;NO DATA
61;Garurumon (Nero)
62;Garurumon
63;Geremon
64;NO DATA
65;NO DATA
66;Kabuterimon
67;Birdramon
68;Sukamon
69;NO DATA
70;Greymon
71;NO DATA
72;Lucemon FM
73;NO DATA
74;Monzaemon
75;RizeGreymon
76;Lilamon
77;MachGaogamon
78;NO DATA
79;NO DATA
80;NO DATA
81;Myotismon
82;NO DATA
83;MagnaAngemon
84;LadyDevimon
85;MegaSeadramon
86;NO DATA
87;WarGrowlmon
88;B WarGrowlmon
89;WereGarurumon
90;Angewomon
91;BlueMeramon
92;Weregarurumon (Nero)
93;NO DATA
94;NO DATA
95;WarGrowlmon (Arancione)
96;NO DATA
97;Megadramon
98;Metal Greymon
99;MegaKabuterimon
100;Garudamon
101;Etemon
102;MarineAngemon
103;WarGreymon
104;Lilithmon
105;Beelzemon
106;NO DATA
107;NO DATA
108;NO DATA
109;NO DATA
110;Chaosmon
111;Darkdramon
112;BanchoLeomon
113;Rosemon
114;PlatinaNumemon
115;NO DATA
116;Omegamon
117;ShineGreymon
118;MirageGaogamon
119;NO DATA
120;Wargreymon X Antibody
121;Gallantmon
122;MetalGarurumon
123;Chaos Gallantomon
124;B War Greymon Nero
125;MetalGarurumon (Nero)
126;NO DATA
127;NO DATA
128;NO DATA
129;NO DATA
130;NO DATA
131;Z'dGarurumon
132;VictoryGreymon
133;NO DATA
134;NO DATA
135;NO DATA
136;Examon
137;Jijimon
138;HerculesKabuterimon
139;Phoenixmon
140;MetalEtemon
141;Seraphimon
142;MetalGreymon (Blu)
143;Apocalymon
144;Vitium
145;Vitium
146;Vitium
147;Vitium
148;B WarGreymon X Antibody
149;Agumon
150;Guardromon
151;Andromon
152;Gomamon
153;Ikkakumon
154;Zudomon
155;Vikemon
156;Seadramon
157;Palmon
158;Togemon
159;Examon
160;Monzaemon
161;NO DATA
