0;Archaeopteryx: Il cavalliere oscuro
1;Sette demoni
2;Tre grandi angeli
3;Quattro bestie scre
4;Junijin futuro
5;Quattro Draghi
6;Dieci antichi guerrieri
7;Crack squadra
8;ＤBrigata
9;Grandi Stelle
10;Anello Santo
11;Garurumon evoluzione
12;Graziosi bambini
13;Greymon ultimate
14;Agumon evoluzione
15;Gaomon evoluzione
16;Biyomon evoluzione
17;Gomamon evoluzione
18;Guilmon evoluzione
19;Buimon evoluzione
20;Lalamon evoluzione
21;Siamo sporcizia
22;Tentomon evoluzione
23;Sotto Umon
24;Sotto Chinronmon
25;Sotto Etemon
26;Sotto Baifumon
27;I diavoli neri
28;Metal Digimon
29;Megadejimonzu
30;３Gabumon colore
31;３Garurumon colore
32;３Guraumon colore
33;３WarGrowlmon colore
34;Digimon Macchina
35;Evoluzione Jogress１
36;Evoluzione Jogress２
37;２Anticorpi X
38;Digimon combinazione Misteriosa
39;Amico della sporcizia
40;Mealey
41;Fiamma Gemella
42;La nostra sporcizia gialla
43;Numemon Differente
44;
45;
46;
47;
48;
49;
50;
51;
52;
53;
54;
55;
56;
57;
58;
59;
60;
61;
62;
63;
64;
