0;自分<r2_じぶん>の前方<r2_ぜんぽう>に向<r1_む>けて火<r1_ひ>を吐<r1_は>く
1;対象<r2_たいしょう>の足下<r2_あしもと>から小<r1_ちい>さい火柱<r2_ひばしら>を上<r1_あ>げる
2;自分<r2_じぶん>を中心<r2_ちゅうしん>とした全方位<r3_ぜんほうい>に火柱<r2_ひばしら>を上<r1_あ>げる
3;対象<r2_たいしょう>の足下<r2_あしもと>から爆発<r2_ばくはつ>を起<r1_お>こす
4;全体<r2_ぜんたい>に小<r1_ちい>さい爆発<r2_ばくはつ>がたくさん起<r1_お>こる
5;対象<r2_たいしょう>の頭上<r2_ずじょう>から溶岩<r2_ようがん>の塊<r1_かたまり>を落<r1_お>とす
6;全体<r2_ぜんたい>を炎<r1_ほのお>で埋<r1_う>め尽<r1_つ>くす
7;自分<r2_じぶん>の前方<r2_ぜんぽう>に向<r1_む>けて大<r1_おお>きな泡<r1_あわ>を吹<r1_ふ>く
8;対象<r2_たいしょう>の頭上<r2_ずじょう>から小<r1_ちい>さな氷塊<r2_ひょうかい>を落<r1_お>とす
9;自分<r2_じぶん>を中心<r2_ちゅうしん>とした全方位<r3_ぜんほうい>に水柱<r2_すいちゅう>を上<r1_あ>げる
10;対象<r2_たいしょう>の頭上<r2_ずじょう>から水<r1_みず>の塊<r1_かたまり>を落<r1_お>とす
11;全体<r2_ぜんたい>に大雨<r2_おおあめ>を降<r1_ふ>らせる
12;対象<r2_たいしょう>の足下<r2_あしもと>から大<r1_おお>きな氷柱<r2_ひょうちゅう>を上<r1_あ>げる
13;全体<r2_ぜんたい>をオーロラで包<r1_つつ>む
14;自分<r2_じぶん>の前方<r2_ぜんぽう>に向<r1_む>けて電撃<r2_でんげき>を飛<r1_と>ばす
15;風<r1_かぜ>の力<r1_ちから>を借<r1_か>りて自分<r2_じぶん>の素早<r2_すばや>さを上昇<r2_じょうしょう>させる
16;対象<r2_たいしょう>の周囲<r2_しゅうい>に風<r1_かぜ>でできた鋭<r1_するど>い輪<r1_わ>を発生<r2_はっせい>させる
17;対象<r2_たいしょう>を電気<r2_でんき>の雲<r1_くも>で取<r1_と>り囲<r1_かこ>む
18;全体<r2_ぜんたい>を雷<r1_いかずち>で埋<r1_う>め尽<r1_つ>くす
19;全体<r2_ぜんたい>に虹<r1_にじ>の渦<r1_うず>を発生<r2_はっせい>させ、混乱<r2_こんらん>に陥<r1_おとしい>れる
20;全体<r2_ぜんたい>に嵐<r1_あらし>を巻<r1_ま>き起<r1_お>こし、動<r1_うご>きにくくする
21;自分<r2_じぶん>の前方<r2_ぜんぽう>に向<r1_む>けて毒<r1_どく>の粉<r1_こな>を浴<r1_あ>びせる
22;地<r1_ち>の力<r1_ちから>を借<r1_か>りて自分<r2_じぶん>の防御力<r3_ぼうぎょりょく>を上昇<r2_じょうしょう>させる
