0;Soffio di Fuoco
1;Torre di Fuoco
2;Muro di Fuoco
3;Mina
4;Bomba Diffusione
5;Bomba Magmatica
6;Stormo Infuocato
7;Bolla
8;Grandine
9;Schizzo
10;Cascata
11;Pioggia Pesante
12;Statua di Ghiaccio
13;Aurora Congelante
14;Colpo Elettrico
15;Vento
16;Vento Tagliente
17;Nuvola Elettrica
18;Tuono
19;Temporale Stordente
20;Tornado
21;Veleno Polvere
22;GeoMantello
23;Veleno Cerchio
24;Avvolgi Radici
25;Frana
26;Terremoto
27;Nuvola Velenosa
28;Colpo
29;GranFisico
30;RapiGiro
31;Schianto
32;Grido di Guerra
33;Attacco Caricato
34;Aura di Lotta
35;Spirito Oscuro
36;Anima Lucente
37;Stratagemma di Nuvole
38;Flash
39;Tempesta Oscura
40;Sole Santo
41;Giudizio
42;Artiglio Meccanico
43;Aggiornamento
44;EnergiPalla
45;Protezione
46;Raggio Pesante
47;BullonFrana
48;DGDimensioneV2
49;Calcio Sporco
50;Spray Puzzolente
51;MarronTrappola
52;MarronBarriera
53;Pupu Vagante
54;Marron Pioggia
55;Inferno Marrone
56;Schiuma
57;Contatore Mortale
58;Onda Dati
59;Divieto
60;Compressione
